hs6,description
382530,"residual products of the chemical or allied industries, not elsewhere specified or included; clinical waste"
382541,"residual products of the chemical or allied industries, not elsewhere specified or included; halogenated waste organic solvents"
382549,"residual products of the chemical or allied industries, not elsewhere specified or included; waste organic solvents, other than halogenated"
382550,"residual products of chemical or allied industries, not elsewhere specified or included; wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids"
382561,"residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered in 27.10); other wastes n.e.c. in 3825; those mainly containing organic constituents"
382569,"residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered by 27.10); other wastes n.e.c. in 3825; except those mainly containing organic constituents"
382590,"residual products of the chemical or allied industries, not elsewhere specified or included; n.e.c. in 3825 or 27.10"
382600,biodiesel and mixtures thereof; not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals
382711,"mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing chlorofluorocarbons (cfcs), whether or not containing hydrochlorofluorocarbons (hcfcs), perfluorocarbons (pfcs) or hydrofluorocarbon"
382712,"mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing hydrobromofluorocarbons (hbfcs)"
382713,"mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing carbon tetrachloride"
382714,"mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing 1,1,1-trichloroethane (methyl chloroform)"
382720,"mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing bromochlorodifluoromethane (halon-1211), bromotrifluoromethane (halon-1301) or dibromotetrafluoroethanes (halon-2402)"
382731,"mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (hcfcs), perfluorocarbons (pfcs) or hydrofluorocarbons (hfcs) or not, but not containing chlorofluorocarbons (cfcs); containing substances of su"
382732,"mixtures containing halogenated methane, ethane, propane; containing hydrochlorofluorocarbons (hcfcs), perfluorocarbons (pfcs) or hydrofluorocarbons (hfcs) or not, not chlorofluorocarbons (cfcs); containing substances of subheadings 2903.71 to 2903.75"
382739,"mixtures containing halogenated methane, ethane, or propane; containing hydrochlorofluorocarbons (hcfcs), perfluorocarbons (pfcs) or hydrofluorocarbons (hfcs) or not, but not chlorofluorocarbons (cfcs); n.e.c. in subheading 3827.3"
382740,"mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (hcfcs), perfluorocarbons (pfcs) or hydrofluorocarbons (hfcs) or not, but not containing chlorofluorocarbons (cfcs); containing bromomethane (me"
382751,"mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (hfc-23) or perfluorocarbons (pfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); containing trifluoromethane (hfc-2"
382759,"mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (hfc-23) or perfluorocarbons (pfcs) not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures n.e.c. in subheading 38"
382761,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); containing 15% or more by mass of 1,1,1-trifluoroethan"
382762,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures, not included in the subheading above,"
382763,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures not included in the subheadings above,"
382764,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures, not included in the subheadings above,"
382765,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures, not included in the subheadings above,"
382768,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); other mixtures, not included in the subheadings above,"
382769,"mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (hfcs) but not containing chlorofluorocarbons (cfcs) or hydrochlorofluorocarbons (hcfcs); n.e.c. in items no. 3827.5 and 3827.6, not containing"
382790,"mixtures containing halogenated derivatives of methane, ethane or propane; n.e.c. in subheading no 3827"
390110,"ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94"
390120,"ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more"
390130,"ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers"
390140,"ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94"
390190,"ethylene polymers; in primary forms, n.e.c. in heading no. 3901"
390210,"propylene, other olefin polymers; polypropylene in primary forms"
390220,"propylene, other olefin polymers; polyisobutylene in primary forms"
390230,"propylene, other olefin polymers; propylene copolymers in primary forms"
390290,"propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms"
390311,"styrene polymers; expansible polystyrene, in primary forms"
390319,"styrene polymers; (other than expansible polystyrene), in primary forms"
390320,"styrene polymers; styrene-acrylonitrile (san) copolymers, in primary forms"
390330,"styrene polymers; acrylonitrile-butadiene-styrene (abs) copolymers, in primary forms"
390390,"styrene polymers; in primary forms, n.e.c. in heading no. 3903"
390410,"vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms"
390421,"vinyl chloride, other halogenated olefin polymers; non-plasticised poly(vinyl chloride), in primary forms, mixed with other substances"
